"CDMunicipio","NRUORG"
"2511301","032000000"
"2511400","032901000"
"2511509","032000000"
"2511608","032901000"
"2511707","032000000"
"2511806","032000000"
"2511905","032000000"
"2512002","032901000"
"2512036","032000000"
"2512077","032000000"
"2512101","032000000"
"2512200","032901000"
"2512309","032000000"
"2512408","032901000"
"2512507","032901000"
"2512606","032000000"
"2512705","032901000"
"2512721","032000000"
"2512747","032901000"
"2512754","032901000"
"2512762","032000000"
"2512788","032901000"
"2512804","032000000"
"2512903","032000000"
"2513000","032901000"
"2513109","032000000"
"2513158","032901000"
"2513208","032000000"
"2513307","032000000"
"2513356","032000000"
"2513406","032901000"
"2513505","032000000"
"2513604","032000000"
"2513653","032000000"
"2513703","032000000"
"2513802","032000000"
"2513851","032901000"
"2513901","032000000"
"2513927","032000000"
"2513943","032901000"
"2513968","032000000"
"2513984","032000000"
"2514008","032901000"
"2514107","032901000"
"2514206","032000000"
"2514305","032000000"
"2514404","032000000"
"2514453","032000000"
"2514503","032000000"
"2514552","032000000"
"2514602","032000000"
"2514651","032000000"
"2514701","032901000"
"2514800","032901000"
"2514909","032000000"
"2515005","032000000"
"2515104","032901000"
"2515203","032901000"
"2515302","032000000"
"2515401","032901000"
"2515500","032901000"
"2515609","032000000"
"2515708","032000000"
"2515807","032901000"
"2515906","032901000"
"2515930","032000000"
"2515971","032000000"
"2516003","032000000"
"2516102","032901000"
"2516151","032901000"
"2516201","032000000"
"2516300","032901000"
"2516409","032901000"
"2516508","032901000"
"2516607","032000000"
"2516706","032000000"
"2516755","032901000"
"2516805","032000000"
"2516904","032000000"
"2517001","032901000"
"2517100","032901000"
"2517209","032000000"
"2517407","032901000"
"2600000",""
"2600054","033906000"
"2600104","033902000"
"2600203","033905000"
"2600302","033902000"
"2600401","033906000"
"2600500","033903000"
"2600609","033902000"
"2600708","033906000"
"2600807","033902000"
"2600906","033906000"
"2601003","033903000"
"2601052","033906000"
"2601102","033905000"
"2601201","033902000"
"2601300","033902000"
"2601409","033906000"
"2601508","033906000"
"2601607","033905000"
"2601706","033902000"
"2601805","033902000"
"2601904","033902000"
"2602001","033905000"
"2602100","033903000"
"2602209","033906000"
"2602308","033902000"
"2602407","033903000"
"2602506","033902000"
"2602605","033902000"
"2602704","033906000"
"2602803","033902000"
"2602902","033906000"
"2603009","033905000"
"2603108","033902000"
"2603207","033903000"
"2603306","033903000"
"2603405","033902000"
"2603454","033000000"
"2603504","033902000"
"2603603","033906000"
"2603702","033903000"
"2603801","033903000"
"2603900","033902000"
"2603926","033905000"
"2604007","033906000"
"2604106","033902000"
"2604155","033906000"
"2604205","033906000"
"2604304","033905000"
"2604403","033906000"
"2604502","033902000"
"2604601","033906000"
"2604700","033903000"
"2604809","033906000"
"2604908","033906000"
"2605004","033902000"
"2605103","033902000"
"2605152","033905000"
"2605202","033906000"
"2605301","033905000"
"2605400","033906000"
"2605459","033000000"
"2605509","033906000"
"2605608","033902000"
"2605707","033903000"
"2605806","033906000"
"2605905","033906000"
"2606002","033903000"
"2606101","033906000"
"2606200","033906000"
"2606309","033905000"
"2606408","033902000"
"2606507","033903000"
"2606606","033902000"
"2606705","033902000"
"2606804","033906000"
"2606903","033902000"
"2607000","033903000"
"2607109","033902000"
"2607208","033906000"
"2607307","033905000"
"2607406","033905000"
"2607505","033903000"
"2607604","033906000"
"2607653","033906000"
"2607703","033902000"
"2607752","033906000"
"2607802","033906000"
"2607901","033000000"
"2607950","033906000"
"2608008","033902000"
"2608057","033903000"
"2608107","033906000"
"2608206","033906000"
"2608255","033903000"
"2608305","033903000"
"2608404","033902000"
"2608453","033906000"
"2608503","033906000"
"2608602","033903000"
"2608701","033906000"
"2608750","033905000"
"2608800","033903000"
"2608909","033906000"
"2609006","033906000"
"2609105","033906000"
"2609154","033903000"
"2609204","033906000"
"2609303","033902000"
"2609402","033000000"
"2609501","033906000"
"2609600","033000000"
"2609709","033906000"
"2609808","033905000"
"2609907","033905000"
"2610004","033906000"
"2610103","033903000"
"2610202","033902000"
"2610301","033903000"
"2610400","033905000"
"2610509","033906000"
"2610608","033906000"
"2610707","033906000"
"2610806","033902000"
"2610905","033902000"
"2611002","033903000"
"2611101","033905000"
"2611200","033902000"
"2611309","033902000"
"2611408","033906000"
"2611507","033903000"
"2611533","033902000"
"2611606","033000000"
"2611705","033902000"
"2611804","033906000"
"2611903","033906000"
"2612000","033902000"
"2612109","033906000"
"2612208","033905000"
"2612307","033903000"
"2612406","033902000"
"2612455","033905000"
"2612471","033902000"
"2612505","033902000"
"2612554","033905000"
"2612604","033905000"
"2612703","033906000"
"2612802","033902000"
"2612901","033903000"
"2613008","033903000"
"2613107","033902000"
"2613206","033903000"
"2613305","033902000"
"2613404","033906000"
"2613503","033902000"
"2613602","033902000"
"2613701","033906000"
"2613800","033906000"
"2613909","033902000"
"2614006","033905000"
"2614105","033902000"
"2614204","033906000"
"2614303","033905000"
"2614402","033902000"
"2614501","033906000"
"2614600","033902000"
"2614709","033902000"
"2614808","033903000"
"2614857","033906000"
"2615003","033902000"
"2615102","033903000"
"2615201","033905000"
"2615300","033906000"
"2615409","033902000"
"2615508","033906000"
"2615607","033905000"
"2615706","033902000"
"2615805","033902000"
"2615904","033902000"
"2616001","033902000"
"2616100","033905000"
"2616183","033906000"
"2616209","033906000"
"2616308","033906000"
"2616407","033000000"
"2616506","033906000"
"2700000",""
"2700102","031901000"
"2700201","031000000"
"2700300","031901000"
"2700409","031000000"
"2700508","031000000"
"2700607","031000000"
"2700706","031901000"
"2700805","031000000"
"2700904","031901000"
"2701001","031000000"
"2701100","031000000"
"2701209","031901000"
"2701308","031000000"
"2701357","031000000"
"2701407","031000000"
"2701506","031901000"
"2701605","031901000"
"2701704","031000000"
"2701803","031901000"
"2701902","031000000"
"2702009","031901000"
"2702108","031000000"
"2702207","031000000"
"2702306","031000000"
"2702355","031901000"
"2702405","031901000"
"2702504","031901000"
"2702553","031901000"
"2702603","031901000"
"2702702","031000000"
"2702801","031000000"
"2702900","031901000"
"2703007","031000000"
"2703106","031901000"
"2703205","031000000"
"2703304","031901000"
"2703403","031901000"
"2703502","031000000"
"2703601","031000000"
"2703700","031901000"
"2703759","031000000"
"2703809","031000000"
"2703908","031000000"
"2704005","031000000"
"2704104","031901000"
"2704203","031901000"
"2704302","031000000"
"2704401","031901000"
"2704500","031000000"
"2704609","031901000"
"2704708","031000000"
"2704807","031000000"
"2704906","031000000"
"2705002","031901000"
"2705101","031000000"
"2705200","031000000"
"2705309","031901000"
"2705408","031901000"
"2705507","031000000"
"2705606","031000000"
"2705705","031901000"
"2705804","031901000"
"2705903","031000000"
"2706000","031901000"
"2706109","031901000"
"2706208","031901000"
"2706307","031901000"
"2706406","031901000"
"2706422","031901000"
"2706448","031000000"
"2706505","031000000"
"2706604","031901000"
"2706703","031000000"
"2706802","031000000"
"2706901","031000000"
"2707008","031000000"
"2707107","031901000"
"2707206","031901000"
"2707305","031000000"
"2707404","031000000"
"2707503","031000000"
"2707602","031901000"
"2707701","031000000"
"2707800","031000000"
"2707909","031000000"
"2708006","031901000"
"2708105","031000000"
"2708204","031000000"
"2708303","031000000"
"2708402","031901000"
"2708501","031000000"
"2708600","031000000"
"2708709","031000000"
"2708808","031901000"
"2708907","031000000"
"2708956","031901000"
"2709004","031901000"
"2709103","031901000"
"2709152","031000000"
"2709202","031000000"
"2709301","031000000"
"2709400","031000000"
"2800000",""
"2800100","035000000"
"2800209","035000000"
"2800308","035000000"
"2800407","035000000"
"2800506","035901000"
"2800605","035000000"
"2800670","035000000"
"2800704","035000000"
"2801009","035901000"
"2801108","035000000"
"2801207","035901000"
"2801306","035000000"
"2801405","035901000"
"2801504","035000000"
"2801603","035000000"
"2801702","035000000"
"2801900","035901000"
"2802007","035000000"
"2802106","035000000"
"2802205","035901000"
"2802304","035901000"
"2802403","035901000"
"2802502","035000000"
"2802601","035901000"
"2802700","035000000"
"2802809","035000000"
"2802908","035901000"
"2803005","035000000"
"2803104","035901000"
"2803203","035000000"
"2803302","035000000"
"2803401","035000000"
"2803500","035000000"
"2803609","035000000"
"2803708","035901000"
"2803807","035000000"
"2803906","035901000"
"2804003","035000000"
"2804102","035901000"
"2804201","035901000"
"2804300","035000000"
"2804409","035000000"
"2804458","035901000"
"2804508","035901000"
"2804607","035901000"
"2804706","035901000"
"2804805","035000000"
"2804904","035000000"
"2805000","035901000"
"2805109","035000000"
"2805208","035901000"
"2805307","035000000"
"2805406","035901000"
"2805505","035901000"
"2805604","035901000"
"2805703","035000000"
"2805802","035000000"
"2805901","035901000"
"2806008","035901000"
"2806107","035000000"
"2806206","035000000"
"2806305","035000000"
"2806404","035000000"
"2806503","035000000"
"2806602","035000000"
"2806701","035000000"
"2806800","035901000"
"2806909","035000000"
"2807006","035901000"
"2807105","035901000"
"2807204","035901000"
"2807303","035901000"
"2807402","035000000"
"2807501","035000000"
"2807600","035000000"
"2900000",""
"2900108","029905000"
"2900207","029904000"
"2900306","029901000"
"2900355","029901000"
"2900405","029901000"
"2900504","029905000"
"2900603","029905000"
"2900702","029901000"
"2900801","029908000"
"2900900","029903000"
"2901007","029000000"
"2901106","029902000"
"2901155","029902000"
"2901205","029905000"
"2901304","029902000"
"2901353","029904000"
"2901403","029907000"
"2901502","029902000"
"2901601","029901000"
"2901700","029902000"
"2901809","029904000"
"2901908","029901000"
"2901957","029905000"
"2902005","029905000"
"2902054","029901000"
"2902104","029902000"
"2902203","029901000"
"2902252","029903000"
"2902302","029000000"
"2902401","029903000"
"2902500","029907000"
"2902609","029902000"
"2902658","029901000"
"2902708","029907000"
"2902807","029905000"
"2902906","029905000"
"2903003","029902000"
"2903102","029903000"
"2903201","029907000"
"2903235","029902000"
"2903276","029902000"
"2903300","029903000"
"2903409","029908000"
"2903508","029905000"
"2903607","029901000"
"2903706","029905000"
"2903805","029902000"
"2903904","029907000"
"2903953","029905000"
"2904001","029902000"
"2904050","029902000"
"2904100","029902000"
"2904209","029905000"
"2904308","029000000"
"2904407","029907000"
"2904506","029907000"
"2904605","029905000"
"2904704","029903000"
"2904753","029907000"
"2904803","029905000"
"2904852","029000000"
"2904902","029000000"
"2905008","029905000"
"2905107","029904000"
"2905156","029905000"
"2905206","029905000"
"2905305","029902000"
"2905404","029000000"
"2905503","029904000"
"2905602","029903000"
"2905701","029901000"
"2905800","029000000"
"2905909","029904000"
"2906006","029904000"
"2906105","029907000"
"2906204","029902000"
"2906303","029903000"
"2906402","029902000"
"2906501","029901000"
"2906600","029905000"
"2906709","029905000"
"2906808","029902000"
"2906824","029904000"
"2906857","029902000"
"2906873","029904000"
"2906899","029905000"
"2906907","029908000"
"2907004","029901000"
"2907103","029907000"
"2907202","029904000"
"2907301","029000000"
"2907400","029907000"
"2907509","029901000"
"2907558","029905000"
"2907608","029902000"
"2907707","029904000"
"2907806","029901000"
"2907905","029901000"
"2908002","029903000"
"2908101","029907000"
"2908200","029902000"
"2908309","029000000"
"2908408","029902000"
"2908507","029902000"
"2908606","029901000"
"2908705","029905000"
"2908804","029905000"
"2908903","029902000"
"2909000","029905000"
"2909109","029907000"
"2909208","029904000"
"2909307","029907000"
"2909406","029907000"
"2909505","029000000"
"2909604","029901000"
"2909703","029907000"
"2909802","029000000"
"2909901","029904000"
"2910008","029903000"
"2910057","029901000"
"2910107","029905000"
"2910206","029000000"
"2910305","029000000"
"2910404","029905000"
"2910503","029901000"
"2910602","029901000"
"2910701","029902000"
"2910727","029908000"
"2910750","029901000"
"2910776","029907000"
"2910800","029902000"
"2910859","029904000"
"2910909","029905000"
"2911006","029903000"
"2911105","029907000"
"2911204","029903000"
"2911253","029902000"
"2911303","029902000"
"2911402","029904000"
"2911501","029903000"
"2911600","029000000"
"2911659","029905000"
"2911709","029905000"
"2911808","029908000"
"2911857","029901000"
"2911907","029000000"
"2912004","029905000"
"2912103","029903000"
"2912202","029905000"
"2912301","029905000"
"2912400","029902000"
"2912509","029902000"
"2912608","029902000"
"2912707","029903000"
"2912806","029908000"
"2912905","029903000"
"2913002","029902000"
"2913101","029902000"
"2913200","029907000"
"2913309","029902000"
"2913408","029905000"
"2913457","029000000"
"2913507","029905000"
"2913606","029903000"
"2913705","029901000"
"2913804","029902000"
"2913903","029903000"
"2914000","029902000"
"2914109","029907000"
"2914208","029905000"
"2914307","029902000"
"2914406","029902000"
"2914505","029902000"
"2914604","029902000"
"2914653","029908000"
"2914703","029902000"
"2914802","029903000"
"2914901","029903000"
"2915007","029902000"
"2915106","029905000"
"2915205","029903000"
"2915304","029908000"
"2915353","029902000"
"2915403","029903000"
"2915502","029903000"
"2915601","029908000"
"2915700","029903000"
"2915809","029905000"
"2915908","029901000"
"2916005","029908000"
"2916104","029000000"
"2916203","029903000"
"2916302","029908000"
"2916401","029905000"
"2916500","029901000"
"2916609","029903000"
"2916708","029905000"
"2916807","029905000"
"2916856","029000000"
"2916906","029905000"
"2917003","029904000"
"2917102","029905000"
"2917201","029905000"
"2917300","029000000"
"2917334","029907000"
"2917359","029907000"
"2917409","029905000"
"2917508","029904000"
"2917607","029905000"
"2917706","029904000"
"2917805","029000000"
"2917904","029901000"
"2918001","029905000"
"2918100","029904000"
"2918209","029000000"
"2918308","029905000"
"2918357","029902000"
"2918407","029904000"
"2918456","029908000"
"2918506","029902000"
"2918555","029903000"
"2918605","029905000"
"2918704","029905000"
"2918753","029905000"
"2918803","029000000"
"2918902","029908000"
"2919009","029902000"
"2919058","029905000"
"2919108","029901000"
"2919157","029902000"
"2919207","029000000"
"2919306","029902000"
"2919405","029905000"
"2919504","029905000"
"2919553","029907000"
"2919603","029902000"
"2919702","029905000"
"2919801","029905000"
"2919900","029904000"
"2919926","029901000"
"2919959","029905000"
"2920007","029905000"
"2920106","029902000"
"2920205","029907000"
"2920304","029905000"
"2920403","029905000"
"2920452","029907000"
"2920502","029905000"
"2920601","029000000"
"2920700","029903000"
"2920809","029902000"
"2920908","029903000"
"2921005","029901000"
"2921054","029907000"
"2921104","029908000"
"2921203","029904000"
"2921302","029000000"
"2921401","029904000"
"2921450","029903000"
"2921500","029902000"
"2921609","029907000"
"2921708","029902000"
"2921807","029905000"
"2921906","029902000"
"2922003","029908000"
"2922052","029902000"
"2922102","029902000"
"2922201","029000000"
"2922250","029907000"
"2922300","029000000"
"2922409","029000000"
"2922508","029000000"
"2922607","029000000"
"2922656","029902000"
"2922706","029905000"
"2922730","029902000"
"2922755","029903000"
"2922805","029000000"
"2922854","029902000"
"2922904","029901000"
"2923001","029908000"
"2923035","029902000"
"2923050","029901000"
"2923100","029901000"
"2923209","029907000"
"2923308","029901000"
"2923357","029904000"
"2923407","029905000"
"2923506","029902000"
"2923605","029905000"
"2923704","029907000"
"2923803","029901000"
"2923902","029903000"
"2924009","029904000"
"2924058","029902000"
"2924108","029901000"
"2924207","029904000"
"2924306","029905000"
"2924405","029904000"
"2924504","029905000"
"2924603","029904000"
"2924652","029902000"
"2924678","029000000"
"2924702","029905000"
"2924801","029902000"
"2924900","029905000"
"2925006","029905000"
"2925105","029905000"
"2925204","029901000"
"2925253","029904000"
"2925303","029908000"
"2925402","029905000"
"2925501","029908000"
"2925600","029902000"
"2925709","029905000"
"2925758","029000000"
"2925808","029902000"
"2925907","029902000"
"2925931","029904000"
"2925956","029902000"
"2926004","029904000"
"2926103","029902000"
"2926202","029907000"
"2926301","029902000"
"2926400","029907000"
"2926509","029901000"
"2926608","029902000"
"2926657","029905000"
"2926707","029905000"
"2926806","029905000"
"2926905","029905000"
"2927002","029901000"
"2927101","029904000"
"2927200","029902000"
"2927309","029000000"
"2927408","029000000"
"2927507","029902000"
"2927606","029904000"
"2927705","029908000"
"2927804","029903000"
"2927903","029000000"
"2928000","029902000"
"2928059","029903000"
"2928109","029907000"
"2928208","029907000"
"2928307","029902000"
"2928406","029907000"
"2928505","029000000"
"2928604","029902000"
"2928703","029000000"
"2928802","029902000"
"2928901","029907000"
"2928950","029902000"
"2929008","029000000"
"2929057","029907000"
"2929107","029000000"
"2929206","029901000"
"2929255","029902000"
"2929305","029902000"
"2929354","029903000"
"2929370","029904000"
"2929404","029000000"
"2929503","029901000"
"2929602","029000000"
"2929701","029901000"
"2929750","029902000"
"2929800","029904000"
"2929909","029902000"
"2930006","029905000"
"2930105","029904000"
"2930154","029907000"
"2930204","029904000"
"2930303","029907000"
"2930402","029902000"
"2930501","029902000"
"2930600","029904000"
"2930709","029901000"
"2930758","029907000"
"2930766","029904000"
"2930774","029904000"
"2930808","029902000"
"2930907","029907000"
"2931004","029905000"
"2931053","029905000"
"2931103","029902000"
"2931202","029000000"
"2931301","029902000"
"2931350","029908000"
"2931400","029902000"
"2931509","029902000"
"2931608","029000000"
"2931707","029902000"
"2931806","029905000"
"2931905","029902000"
"2932002","029904000"
"2932101","029000000"
"2932200","029903000"
"2932309","029903000"
"2932408","029902000"
"2932457","029904000"
"2932507","029903000"
"2932606","029905000"
"2932705","029903000"
"2932804","029902000"
"2932903","029000000"
"2933000","029902000"
"2933059","029902000"
"2933109","029904000"
"2933158","029904000"
"2933174","029000000"
"2933208","029000000"
"2933257","029908000"
"2933307","029905000"
"2933406","029902000"
"2933455","029907000"
"2933505","029000000"
"2933604","029902000"
"3100000",""
"3100104","021913000"
"3100203","021902000"
"3100302","021909000"
"3100401","021909000"
"3100500","021904000"
"3100609","021903000"
"3100708","021912000"
"3100807","021914000"
"3100906","021903000"
"3101003","021906000"
"3101102","021903000"
"3101201","021914000"
"3101300","021914000"
"3101409","021910000"
"3101508","021905000"
"3101607","021914000"
"3101631","021916000"
"3101706","021903000"
"3101805","021903000"
"3101904","021908000"
"3102001","021908000"
"3102050","021909000"
"3102100","021916000"
"3102209","021903000"
"3102308","021909000"
"3102407","021903000"
"3102506","021909000"
"3102605","021908000"
"3102704","021906000"
"3102803","021905000"
"3102852","021903000"
"3102902","021905000"
"3103009","021904000"
"3103108","021909000"
"3103207","021901000"
"3103306","021905000"
"3103405","021906000"
"3103504","021913000"
"3103603","021905000"
"3103702","021909000"
"3103751","021913000"
"3103801","021912000"
"3103900","021902000"
"3104007","021912000"
"3104106","021908000"
"3104205","021902000"
"3104304","021914000"
"3104403","021905000"
"3104452","021903000"
"3104502","021918000"
"3104601","021905000"
"3104700","021903000"
"3104809","021901000"
"3104908","021914000"
"3105004","021901000"
"3105103","021902000"
"3105202","021903000"
"3105301","021908000"
"3105400","021000000"
"3105509","021905000"
"3105608","021905000"
"3105707","021909000"
"3105905","021916000"
"3106002","021904000"
"3106101","021905000"
"3106200","021000000"
"3106309","021904000"
"3106408","021916000"
"3106507","021906000"
"3106606","021903000"
"3106655","021906000"
"3106705","021915000"
"3106804","021905000"
"3106903","021905000"
"3107000","021902000"
"3107109","021914000"
"3107208","021905000"
"3107307","021906000"
"3107406","021902000"
"3107505","021905000"
"3107604","021908000"
"3107703","021000000"
"3107802","021903000"
"3107901","021910000"
"3108008","021914000"
"3108107","021915000"
"3108206","021918000"
"3108255","021906000"
"3108305","021910000"
"3108404","021908000"
"3108503","021906000"
"3108552","021918000"
"3108602","021906000"
"3108701","021905000"
"3108800","021904000"
"3108909","021910000"
"3109006","021915000"
"3109105","021910000"
"3109204","021901000"
"3109253","021904000"
"3109303","021918000"
"3109402","021906000"
"3109451","021918000"
"3109501","021908000"
"3109600","021901000"
"3109709","021910000"
"3109808","021913000"
"3109907","021901000"
"3110004","021000000"
"3110103","021909000"
"3110202","021909000"
"3110301","021908000"
"3110400","021902000"
"3110509","021910000"
"3110608","021910000"
"3110707","021914000"
"3110806","021903000"
"3110905","021914000"
"3111002","021908000"
"3111101","021913000"
"3111150","021906000"
"3111200","021914000"
"3111309","021914000"
"3111408","021912000"
"3111507","021912000"
"3111606","021914000"
"3111705","021909000"
"3111804","021913000"
"3111903","021914000"
"3112000","021902000"
"3112059","021903000"
"3112109","021909000"
"3112208","021916000"
"3112307","021903000"
"3112406","021908000"
"3112505","021901000"
"3112604","021913000"
"3112653","021903000"
"3112703","021906000"
"3112802","021902000"
"3112901","021909000"
"3113008","021903000"
"3113107","021916000"
"3113206","021916000"
"3113305","021909000"
"3113404","021903000"
"3113503","021906000"
"3113602","021910000"
"3113701","021903000"
"3113800","021904000"
"3113909","021914000"
"3114006","021902000"
"3114105","021910000"
"3114204","021902000"
"3114303","021918000"
"3114402","021908000"
"3114501","021915000"
"3114550","021912000"
"3114600","021914000"
"3114709","021908000"
"3114808","021905000"
"3114907","021916000"
"3115003","021913000"
"3115102","021908000"
"3115201","021916000"
"3115300","021905000"
"3115359","021000000"
"3115409","021916000"
"3115458","021903000"
"3115474","021906000"
"3115508","021914000"
"3115607","021902000"
"3115706","021903000"
"3115805","021913000"
"3115904","021905000"
"3116001","021909000"
"3116100","021906000"
"3116159","021918000"
"3116209","021905000"
"3116308","021916000"
"3116407","021908000"
"3116506","021906000"
"3116605","021902000"
"3116704","021909000"
"3116803","021903000"
"3116902","021912000"
"3117009","021903000"
"3117108","021908000"
"3117207","021910000"
"3117306","021912000"
"3117405","021909000"
"3117504","021000000"
"3117603","021902000"
"3117702","021914000"
"3117801","021910000"
"3117836","021906000"
"3117876","021000000"
"3117900","021910000"
"3118007","021916000"
"3118106","021901000"
"3118205","021912000"
"3118304","021916000"
"3118403","021903000"
"3118502","021910000"
"3118601","021901000"
"3118700","021914000"
"3118809","021906000"
"3118908","021901000"
"3119005","021914000"
"3119104","021901000"
"3119203","021903000"
"3119302","021913000"
"3119401","021904000"
"3119500","021906000"
"3119609","021905000"
"3119708","021916000"
"3119807","021902000"
"3119906","021910000"
"3119955","021902000"
"3120003","021904000"
"3120102","021906000"
"3120151","021903000"
"3120201","021914000"
"3120300","021906000"
"3120409","021916000"
"3120508","021910000"
"3120607","021915000"
"3120706","021918000"
"3120805","021914000"
"3120839","021903000"
"3120870","021906000"
"3120904","021901000"
"3121001","021901000"
"3121100","021910000"
"3121209","021908000"
"3121258","021912000"
"3121308","021905000"
"3121407","021916000"
"3121506","021916000"
"3121605","021901000"
"3121704","021909000"
"3121803","021904000"
"3121902","021905000"
"3122009","021909000"
"3122108","021903000"
"3122207","021903000"
"3122306","021902000"
"3122355","021906000"
"3122405","021908000"
"3122454","021906000"
"3122470","021918000"
"3122504","021903000"
"3122603","021903000"
"3122702","021909000"
"3122801","021910000"
"3122900","021905000"
"3123007","021916000"
"3123106","021904000"
"3123205","021902000"
"3123304","021905000"
"3123403","021902000"
"3123502","021913000"
"3123528","021909000"
"3123601","021914000"
"3123700","021903000"
"3123809","021906000"
"3123858","021904000"
"3123908","021916000"
"3124005","021909000"
"3124104","021915000"
"3124203","021909000"
"3124302","021906000"
"3124401","021910000"
"3124500","021910000"
"3124609","021905000"
"3124708","021902000"
"3124807","021913000"
"3124906","021909000"
"3125002","021905000"
"3125101","021910000"
"3125200","021914000"
"3125309","021909000"
"3125408","021906000"
"3125507","021906000"
"3125606","021903000"
"3125705","021901000"
"3125804","021903000"
"3125903","021904000"
"3125952","021909000"
"3126000","021915000"
"3126109","021902000"
"3126208","021918000"
"3126307","021908000"
"3126406","021901000"
"3126505","021906000"
"3126604","021906000"
"3126703","021906000"
"3126752","021903000"
"3126802","021903000"
"3126901","021903000"
"3126950","021903000"
"3127008","021912000"
"3127057","021903000"
"3127073","021906000"
"3127107","021912000"
"3127206","021901000"
"3127305","021903000"
"3127339","021906000"
"3127354","021906000"
"3127370","021903000"
"3127388","021905000"
"3127404","021910000"
"3127503","021903000"
"3127602","021901000"
"3127701","021903000"
"3127800","021906000"
"3127909","021913000"
"3128006","021903000"
"3128105","021914000"
"3128204","021909000"
"3128253","021906000"
"3128303","021908000"
"3128402","021905000"
"3128501","021905000"
"3128600","021918000"
"3128709","021908000"
"3128808","021905000"
"3128907","021918000"
"3129004","021905000"
"3129103","021913000"
"3129202","021910000"
"3129301","021904000"
"3129400","021905000"
"3129509","021912000"
"3129608","021906000"
"3129657","021906000"
"3129707","021908000"
"3129806","021915000"
"3129905","021908000"
"3130002","021914000"
"3130051","021906000"
"3130101","021915000"
"3130200","021902000"
"3130309","021902000"
"3130408","021914000"
"3130507","021914000"
"3130556","021903000"
"3130606","021910000"
"3130655","021906000"
"3130705","021913000"
"3130804","021914000"
"3130903","021903000"
"3131000","021901000"
"3131109","021901000"
"3131158","021904000"
"3131208","021903000"
"3131307","021904000"
"3131406","021913000"
"3131505","021910000"
"3131604","021913000"
"3131703","021000000"
"3131802","021903000"
"3131901","021000000"
"3132008","021906000"
"3132107","021906000"
"3132206","021915000"
"3132305","021903000"
"3132404","021910000"
"3132503","021906000"
"3132602","021905000"
"3132701","021903000"
"3132800","021000000"
"3132909","021908000"
"3133006","021910000"
"3133105","021910000"
"3133204","021903000"
"3133303","021903000"
"3133402","021912000"
"3133501","021902000"
"3133600","021910000"
"3133709","021915000"
"3133758","021908000"
"3133808","021902000"
"3133907","021916000"
"3134004","021903000"
"3134103","021903000"
"3134202","021913000"
"3134301","021914000"
"3134400","021912000"
"3134509","021914000"
"3134608","021000000"
"3134707","021903000"
"3134806","021908000"
"3134905","021910000"
"3135001","021904000"
"3135050","021906000"
"3135076","021903000"
"3135100","021906000"
"3135209","021906000"
"3135308","021902000"
"3135357","021906000"
"3135407","021916000"
"3135456","021903000"
"3135506","021909000"
"3135605","021906000"
"3135704","021901000"
"3135803","021903000"
"3135902","021910000"
"3136009","021903000"
"3136108","021904000"
"3136207","021904000"
"3136306","021918000"
"3136405","021901000"
"3136504","021903000"
"3136520","021906000"
"3136553","021903000"
"3136579","021906000"
"3136603","021000000"
"3136652","021915000"
"3136702","021905000"
"3136801","021906000"
"3136900","021908000"
"3136959","021906000"
"3137007","021903000"
"3137106","021918000"
"3137205","021902000"
"3137304","021906000"
"3137403","021916000"
"3137502","021918000"
"3137536","021918000"
"3137601","021000000"
"3137700","021909000"
"3137809","021910000"
"3137908","021916000"
"3138005","021905000"
"3138104","021901000"
"3138203","021914000"
"3138302","021902000"
"3138351","021906000"
"3138401","021905000"
"3138500","021905000"
"3138609","021905000"
"3138625","021912000"
"3138658","021906000"
"3138674","021909000"
"3138682","021906000"
"3138708","021914000"
"3138807","021902000"
"3138906","021903000"
"3139003","021908000"
"3139102","021916000"
"3139201","021903000"
"3139250","021906000"
"3139300","021906000"
"3139409","021909000"
"3139508","021909000"
"3139607","021903000"
"3139706","021902000"
"3139805","021905000"
"3139904","021910000"
"3140001","021916000"
"3140100","021903000"
"3140159","021915000"
"3140209","021905000"
"3140308","021904000"
"3140407","021910000"
"3140506","021902000"
"3140530","021909000"
"3140555","021903000"
"3140605","021903000"
"3140704","021915000"
"3140803","021905000"
"3140852","021906000"
"3140902","021909000"
"3141009","021906000"
"3141108","021901000"
"3141207","021912000"
"3141306","021902000"
"3141405","021903000"
"3141504","021903000"
"3141603","021905000"
"3141702","021904000"
"3141801","021906000"
"3141900","021914000"
"3142007","021906000"
"3142106","021909000"
"3142205","021905000"
"3142254","021906000"
"3142304","021916000"
"3142403","021902000"
"3142502","021901000"
"3142601","021914000"
"3142700","021906000"
"3142809","021913000"
"3142908","021906000"
"3143005","021908000"
"3143104","021913000"
"3143153","021903000"
"3143203","021908000"
"3143302","021906000"
"3143401","021910000"
"3143450","021906000"
"3143500","021902000"
"3143609","021901000"
"3143708","021000000"
"3143807","021910000"
"3143906","021909000"
"3144003","021909000"
"3144102","021908000"
"3144201","021903000"
"3144300","021903000"
"3144359","021904000"
"3144375","021918000"
"3144409","021910000"
"3144508","021914000"
"3144607","021914000"
"3144656","021906000"
"3144672","021903000"
"3144706","021904000"
"3144805","021915000"
"3144904","021903000"
"3145000","021913000"
"3145059","021906000"
"3145109","021908000"
"3145208","021902000"
"3145307","021903000"
"3145356","021903000"
"3145372","021906000"
"3145406","021905000"
"3145455","021906000"
"3145505","021910000"
"3145604","021902000"
