"CDMunicipio","NRUORG"
"3145703","021905000"
"3145802","021902000"
"3145851","021909000"
"3145877","021909000"
"3145901","021916000"
"3146008","021910000"
"3146107","021916000"
"3146206","021903000"
"3146255","021906000"
"3146305","021903000"
"3146404","021902000"
"3146503","021902000"
"3146552","021906000"
"3146602","021905000"
"3146701","021905000"
"3146750","021903000"
"3146909","021902000"
"3147006","021918000"
"3147105","021902000"
"3147204","021914000"
"3147303","021910000"
"3147402","021901000"
"3147501","021000000"
"3147600","021910000"
"3147709","021915000"
"3147808","021905000"
"3147907","021908000"
"3147956","021906000"
"3148004","021918000"
"3148103","021918000"
"3148202","021909000"
"3148301","021909000"
"3148400","021903000"
"3148509","021903000"
"3148608","021903000"
"3148707","021906000"
"3148756","021909000"
"3148806","021909000"
"3148905","021902000"
"3149002","021909000"
"3149101","021910000"
"3149150","021906000"
"3149200","021913000"
"3149309","021901000"
"3149408","021905000"
"3149507","021905000"
"3149606","021902000"
"3149705","021902000"
"3149804","021912000"
"3149903","021914000"
"3149952","021904000"
"3150000","021903000"
"3150109","021905000"
"3150158","021903000"
"3150208","021909000"
"3150307","021916000"
"3150406","021915000"
"3150505","021902000"
"3150539","021904000"
"3150570","021918000"
"3150604","021915000"
"3150703","021912000"
"3150802","021916000"
"3150901","021910000"
"3151008","021910000"
"3151107","021905000"
"3151206","021906000"
"3151305","021905000"
"3151404","021902000"
"3151503","021902000"
"3151602","021912000"
"3151701","021910000"
"3151800","021908000"
"3151909","021903000"
"3152006","021902000"
"3152105","021909000"
"3152131","021906000"
"3152170","021903000"
"3152204","021906000"
"3152303","021909000"
"3152402","021903000"
"3152501","021910000"
"3152600","021910000"
"3152709","021916000"
"3152808","021913000"
"3152907","021908000"
"3153004","021912000"
"3153103","021909000"
"3153202","021901000"
"3153301","021901000"
"3153400","021918000"
"3153509","021909000"
"3153608","021901000"
"3153707","021902000"
"3153806","021916000"
"3153905","021915000"
"3154002","021909000"
"3154101","021905000"
"3154150","021909000"
"3154200","021916000"
"3154309","021903000"
"3154408","021916000"
"3154457","021918000"
"3154507","021906000"
"3154606","021901000"
"3154705","021914000"
"3154804","021915000"
"3154903","021909000"
"3155009","021909000"
"3155108","021903000"
"3155207","021916000"
"3155306","021915000"
"3155405","021905000"
"3155504","021912000"
"3155603","021906000"
"3155702","021904000"
"3155801","021905000"
"3155900","021905000"
"3156007","021903000"
"3156106","021916000"
"3156205","021905000"
"3156304","021905000"
"3156403","021913000"
"3156452","021909000"
"3156502","021906000"
"3156601","021903000"
"3156700","021000000"
"3156809","021903000"
"3156908","021912000"
"3157005","021906000"
"3157104","021903000"
"3157203","021000000"
"3157252","021909000"
"3157278","021905000"
"3157302","021905000"
"3157336","021916000"
"3157377","021906000"
"3157401","021909000"
"3157500","021903000"
"3157609","021918000"
"3157658","021903000"
"3157708","021913000"
"3157807","021000000"
"3157906","021909000"
"3158003","021000000"
"3158102","021903000"
"3158201","021903000"
"3158300","021914000"
"3158409","021905000"
"3158508","021901000"
"3158607","021905000"
"3158706","021905000"
"3158805","021914000"
"3158904","021909000"
"3158953","021904000"
"3159001","021901000"
"3159100","021916000"
"3159209","021908000"
"3159308","021905000"
"3159357","021909000"
"3159407","021905000"
"3159506","021903000"
"3159605","021910000"
"3159704","021912000"
"3159803","021913000"
"3159902","021914000"
"3160009","021905000"
"3160108","021909000"
"3160207","021903000"
"3160306","021903000"
"3160405","021902000"
"3160454","021906000"
"3160504","021000000"
"3160603","021901000"
"3160702","021905000"
"3160801","021914000"
"3160900","021916000"
"3160959","021903000"
"3161007","021904000"
"3161056","021903000"
"3161106","021906000"
"3161205","021902000"
"3161304","021912000"
"3161403","021909000"
"3161502","021909000"
"3161601","021903000"
"3161650","021903000"
"3161700","021918000"
"3161809","021902000"
"3161908","021000000"
"3162005","021914000"
"3162104","021912000"
"3162203","021908000"
"3162252","021906000"
"3162302","021910000"
"3162401","021906000"
"3162450","021906000"
"3162500","021916000"
"3162559","021909000"
"3162575","021903000"
"3162609","021904000"
"3162658","021906000"
"3162708","021906000"
"3162807","021903000"
"3162906","021905000"
"3162922","021915000"
"3162948","021908000"
"3162955","021000000"
"3163003","021903000"
"3163102","021902000"
"3163201","021910000"
"3163300","021903000"
"3163409","021909000"
"3163508","021903000"
"3163607","021909000"
"3163706","021910000"
"3163805","021909000"
"3163904","021908000"
"3164001","021909000"
"3164100","021903000"
"3164209","021918000"
"3164308","021902000"
"3164407","021910000"
"3164431","021905000"
"3164472","021903000"
"3164506","021903000"
"3164605","021902000"
"3164704","021908000"
"3164803","021000000"
"3164902","021910000"
"3165008","021916000"
"3165107","021908000"
"3165206","021914000"
"3165305","021914000"
"3165404","021910000"
"3165503","021903000"
"3165537","021915000"
"3165552","021903000"
"3165560","021909000"
"3165578","021910000"
"3165602","021905000"
"3165701","021909000"
"3165800","021910000"
"3165909","021906000"
"3166006","021916000"
"3166105","021903000"
"3166204","021916000"
"3166303","021909000"
"3166402","021914000"
"3166501","021903000"
"3166600","021902000"
"3166709","021903000"
"3166808","021912000"
"3166907","021908000"
"3166956","021906000"
"3167004","021905000"
"3167103","021903000"
"3167202","021901000"
"3167301","021905000"
"3167400","021910000"
"3167509","021905000"
"3167608","021909000"
"3167707","021903000"
"3167806","021914000"
"3167905","021905000"
"3168002","021906000"
"3168051","021903000"
"3168101","021912000"
"3168200","021902000"
"3168309","021000000"
"3168408","021903000"
"3168507","021909000"
"3168606","021903000"
"3168705","021904000"
"3168804","021916000"
"3168903","021912000"
"3169000","021905000"
"3169059","021910000"
"3169109","021910000"
"3169208","021909000"
"3169307","021914000"
"3169356","021901000"
"3169406","021914000"
"3169505","021903000"
"3169604","021913000"
"3169703","021906000"
"3169802","021910000"
"3169901","021905000"
"3170008","021906000"
"3170057","021903000"
"3170107","021912000"
"3170206","021913000"
"3170305","021903000"
"3170404","021918000"
"3170438","021912000"
"3170479","021918000"
"3170503","021909000"
"3170529","021918000"
"3170578","021904000"
"3170602","021902000"
"3170651","021906000"
"3170701","021914000"
"3170750","021918000"
"3170800","021901000"
"3170909","021906000"
"3171006","021918000"
"3171030","021906000"
"3171071","021906000"
"3171105","021912000"
"3171154","021909000"
"3171204","021000000"
"3171303","021909000"
"3171402","021909000"
"3171501","021903000"
"3171600","021906000"
"3171709","021910000"
"3171808","021903000"
"3171907","021903000"
"3172004","021905000"
"3172103","021905000"
"3172202","021910000"
"3200000",""
"3200102","020902000"
"3200136","020901000"
"3200169","020901000"
"3200201","020902000"
"3200300","020902000"
"3200359","020901000"
"3200409","020902000"
"3200508","020902000"
"3200607","020901000"
"3200706","020902000"
"3200805","020901000"
"3200904","020901000"
"3201001","020901000"
"3201100","020902000"
"3201159","020902000"
"3201209","020902000"
"3201308","020000000"
"3201407","020902000"
"3201506","020901000"
"3201605","020901000"
"3201704","020902000"
"3201803","020902000"
"3201902","020902000"
"3202009","020902000"
"3202108","020901000"
"3202207","020000000"
"3202256","020901000"
"3202306","020902000"
"3202405","020000000"
"3202454","020902000"
"3202504","020901000"
"3202553","020902000"
"3202603","020902000"
"3202652","020902000"
"3202702","020000000"
"3202801","020902000"
"3202900","020000000"
"3203007","020902000"
"3203056","020901000"
"3203106","020902000"
"3203130","020901000"
"3203163","020902000"
"3203205","020901000"
"3203304","020901000"
"3203320","020902000"
"3203346","020902000"
"3203353","020901000"
"3203403","020902000"
"3203502","020901000"
"3203601","020901000"
"3203700","020902000"
"3203809","020902000"
"3203908","020901000"
"3204005","020901000"
"3204054","020901000"
"3204104","020901000"
"3204203","020902000"
"3204252","020901000"
"3204302","020902000"
"3204351","020901000"
"3204401","020902000"
"3204500","020000000"
"3204559","020000000"
"3204609","020000000"
"3204658","020901000"
"3204708","020901000"
"3204807","020902000"
"3204906","020901000"
"3204955","020901000"
"3205002","020000000"
"3205010","020901000"
"3205036","020902000"
"3205069","020902000"
"3205101","020000000"
"3205150","020901000"
"3205176","020901000"
"3205200","020000000"
"3205309","020000000"
"3300000",""
"3300100","019910000"
"3300159","019911000"
"3300209","019902000"
"3300225","019908000"
"3300233","019902000"
"3300258","019902000"
"3300308","019909000"
"3300407","019909000"
"3300456","019904000"
"3300506","019906000"
"3300605","019911000"
"3300704","019902000"
"3300803","019906000"
"3300902","019911000"
"3300936","019902000"
"3300951","019908000"
"3301009","019903000"
"3301108","019906000"
"3301157","019903000"
"3301207","019906000"
"3301306","019902000"
"3301405","019902000"
"3301504","019906000"
"3301603","019906000"
"3301702","019904000"
"3301801","019909000"
"3301850","019904000"
"3301876","019902000"
"3301900","019905000"
"3302007","019910000"
"3302056","019911000"
"3302106","019911000"
"3302205","019911000"
"3302254","019909000"
"3302270","019907000"
"3302304","019911000"
"3302403","019902000"
"3302452","019906000"
"3302502","019904000"
"3302601","019910000"
"3302700","019905000"
"3302809","019909000"
"3302858","019907000"
"3302908","019908000"
"3303005","019911000"
"3303104","019911000"
"3303203","019907000"
"3303302","019905000"
"3303401","019906000"
"3303500","019907000"
"3303609","019907000"
"3303708","019908000"
"3303807","019910000"
"3303856","019908000"
"3303906","019908000"
"3303955","019909000"
"3304003","019909000"
"3304102","019911000"
"3304110","019909000"
"3304128","019909000"
"3304144","019907000"
"3304151","019902000"
"3304201","019909000"
"3304300","019905000"
"3304409","019909000"
"3304508","019909000"
"3304524","019902000"
"3304557","019000000"
"3304607","019906000"
"3304706","019911000"
"3304755","019903000"
"3304805","019903000"
"3304904","019905000"
"3305000","019903000"
"3305109","019904000"
"3305133","019911000"
"3305158","019908000"
"3305208","019902000"
"3305307","019906000"
"3305406","019908000"
"3305505","019902000"
"3305554","019910000"
"3305604","019905000"
"3305703","019906000"
"3305752","019905000"
"3305802","019908000"
"3305901","019906000"
"3306008","019908000"
"3306107","019909000"
"3306156","019911000"
"3306206","019909000"
"3306305","019909000"
"3500000",""
"3500105","018916000"
"3500204","018923000"
"3500303","018909000"
"3500402","018909000"
"3500501","018909000"
"3500550","018908000"
"3500600","018915000"
"3500709","018908000"
"3500758","018924000"
"3500808","018916000"
"3500907","018907000"
"3501004","018917000"
"3501103","018905000"
"3501152","018924000"
"3501202","018923000"
"3501301","018916000"
"3501400","018913000"
"3501509","018913000"
"3501608","018909000"
"3501707","018906000"
"3501806","018923000"
"3501905","018909000"
"3502002","018921000"
"3502101","018905000"
"3502200","018924000"
"3502309","018908000"
"3502408","018916000"
"3502507","018922000"
"3502606","018923000"
"3502705","018924000"
"3502754","018924000"
"3502804","018905000"
"3502903","018924000"
"3503000","018910000"
"3503109","018908000"
"3503158","018922000"
"3503208","018906000"
"3503307","018909000"
"3503356","018913000"
"3503406","018908000"
"3503505","018922000"
"3503604","018908000"
"3503703","018923000"
"3503802","018909000"
"3503901","018911000"
"3503950","018923000"
"3504008","018913000"
"3504107","018912000"
"3504206","018905000"
"3504305","018908000"
"3504404","018905000"
"3504503","018908000"
"3504602","018923000"
"3504701","018908000"
"3504800","018923000"
"3504909","018922000"
"3505005","018924000"
"3505104","018905000"
"3505203","018908000"
"3505302","018908000"
"3505351","018924000"
"3505401","018919000"
"3505500","018907000"
"3505609","018917000"
"3505708","018914000"
"3505807","018913000"
"3505906","018917000"
"3506003","018908000"
"3506102","018907000"
"3506201","018905000"
"3506300","018913000"
"3506359","018919000"
"3506409","018905000"
"3506508","018905000"
"3506607","018911000"
"3506706","018906000"
"3506805","018908000"
"3506904","018908000"
"3507001","018924000"
"3507100","018912000"
"3507159","018924000"
"3507209","018913000"
"3507308","018908000"
"3507407","018906000"
"3507456","018908000"
"3507506","018908000"
"3507605","018912000"
"3507704","018905000"
"3507753","018905000"
"3507803","018917000"
"3507902","018921000"
"3508009","018924000"
"3508108","018905000"
"3508207","018910000"
"3508306","018908000"
"3508405","018924000"
"3508504","018922000"
"3508603","018922000"
"3508702","018921000"
"3508801","018908000"
"3508900","018916000"
"3509007","018912000"
"3509106","018916000"
"3509205","018912000"
"3509254","018919000"
"3509304","018907000"
"3509403","018917000"
"3509452","018924000"
"3509502","018909000"
"3509601","018912000"
"3509700","018922000"
"3509809","018913000"
"3509908","018919000"
"3509957","018922000"
"3510005","018913000"
"3510104","018906000"
"3510153","018913000"
"3510203","018924000"
"3510302","018924000"
"3510401","018915000"
"3510500","018922000"
"3510609","018914000"
"3510708","018923000"
"3510807","018921000"
"3510906","018917000"
"3511003","018905000"
"3511102","018923000"
"3511201","018923000"
"3511300","018923000"
"3511409","018908000"
"3511508","018924000"
"3511607","018924000"
"3511706","018915000"
"3511904","018905000"
"3512001","018907000"
"3512100","018907000"
"3512209","018909000"
"3512308","018908000"
"3512407","018915000"
"3512506","018905000"
"3512605","018924000"
"3512704","018921000"
"3512803","018909000"
"3512902","018923000"
"3513009","018914000"
"3513108","018917000"
"3513207","018910000"
"3513306","018913000"
"3513405","018922000"
"3513504","018919000"
"3513603","018922000"
"3513702","018921000"
"3513801","018920000"
"3513850","018923000"
"3513900","018921000"
"3514007","018906000"
"3514106","018908000"
"3514205","018923000"
"3514304","018921000"
"3514403","018916000"
"3514502","018908000"
"3514601","018917000"
"3514700","018913000"
"3514809","018919000"
"3514908","018915000"
"3514924","018923000"
"3514957","018907000"
"3515004","018914000"
"3515103","018914000"
"3515129","018916000"
"3515152","018909000"
"3515186","018909000"
"3515194","018913000"
"3515202","018923000"
"3515301","018916000"
"3515350","018916000"
"3515400","018913000"
"3515509","018923000"
"3515608","018906000"
"3515657","018913000"
"3515707","018911000"
"3515806","018916000"
"3515905","018923000"
"3516002","018916000"
"3516101","018913000"
"3516200","018910000"
"3516309","018912000"
"3516408","018912000"
"3516507","018905000"
"3516606","018913000"
"3516705","018913000"
"3516804","018905000"
"3516853","018906000"
"3516903","018905000"
"3517000","018908000"
"3517109","018905000"
"3517208","018908000"
"3517307","018913000"
"3517406","018907000"
"3517505","018923000"
"3517604","018924000"
"3517703","018910000"
"3517802","018905000"
"3517901","018907000"
"3518008","018923000"
"3518107","018908000"
"3518206","018905000"
"3518305","018911000"
"3518404","018922000"
"3518503","018924000"
"3518602","018917000"
"3518701","018919000"
"3518800","018911000"
"3518859","018917000"
"3518909","018905000"
"3519006","018913000"
"3519055","018909000"
"3519071","018909000"
"3519105","018908000"
"3519204","018913000"
"3519253","018908000"
"3519303","018921000"
"3519402","018923000"
"3519501","018913000"
"3519600","018906000"
"3519709","018924000"
"3519808","018923000"
"3519907","018916000"
"3520004","018908000"
"3520103","018910000"
"3520202","018922000"
"3520301","018919000"
"3520400","018919000"
"3520426","018919000"
"3520442","018905000"
"3520509","018909000"
"3520608","018916000"
"3520707","018923000"
"3520806","018916000"
"3520905","018913000"
"3521002","018924000"
"3521101","018921000"
"3521150","018923000"
"3521200","018924000"
"3521309","018907000"
"3521408","018915000"
"3521507","018923000"
"3521606","018916000"
"3521705","018924000"
"3521804","018908000"
"3521903","018923000"
"3522000","018908000"
"3522109","018919000"
"3522158","018924000"
"3522208","018914000"
"3522307","018924000"
"3522406","018924000"
"3522505","018914000"
"3522604","018909000"
"3522653","018924000"
"3522703","018906000"
"3522802","018924000"
"3522901","018908000"
"3523008","018905000"
"3523107","018911000"
"3523206","018924000"
"3523305","018919000"
"3523404","018912000"
"3523503","018908000"
"3523602","018921000"
"3523701","018910000"
"3523800","018921000"
"3523909","018924000"
"3524006","018912000"
"3524105","018910000"
"3524204","018907000"
"3524303","018917000"
"3524402","018922000"
"3524501","018923000"
"3524600","018919000"
"3524709","018909000"
"3524808","018923000"
"3524907","018922000"
"3525003","018914000"
"3525102","018917000"
"3525201","018912000"
"3525300","018908000"
"3525409","018910000"
"3525508","018912000"
"3525607","018916000"
"3525706","018923000"
"3525805","018913000"
"3525854","018924000"
"3525904","018912000"
"3526001","018916000"
"3526100","018919000"
"3526209","018914000"
"3526308","018922000"
"3526407","018924000"
"3526506","018905000"
"3526605","018922000"
"3526704","018921000"
"3526803","018908000"
"3526902","018915000"
"3527009","018909000"
"3527108","018908000"
"3527207","018922000"
"3527256","018905000"
"3527306","018912000"
"3527405","018916000"
"3527504","018908000"
"3527603","018917000"
"3527702","018905000"
"3527801","018913000"
"3527900","018913000"
"3528007","018908000"
"3528106","018923000"
"3528205","018923000"
"3528304","018923000"
"3528403","018924000"
"3528502","018911000"
"3528601","018913000"
"3528700","018916000"
"3528809","018913000"
"3528858","018923000"
"3528908","018916000"
"3529005","018913000"
"3529104","018923000"
"3529203","018916000"
"3529302","018906000"
"3529401","018918000"
"3529500","018923000"
"3529609","018923000"
"3529658","018923000"
"3529708","018907000"
"3529807","018908000"
"3529906","018919000"
"3530003","018923000"
"3530102","018905000"
"3530201","018916000"
"3530300","018923000"
"3530409","018923000"
"3530508","018917000"
"3530607","018911000"
"3530706","018909000"
"3530805","018909000"
"3530904","018915000"
"3531001","018923000"
"3531100","018919000"
"3531209","018909000"
"3531308","018917000"
"3531407","018923000"
"3531506","018907000"
"3531605","018916000"
"3531704","018922000"
"3531803","018915000"
"3531902","018917000"
"3532009","018912000"
"3532058","018906000"
"3532108","018905000"
"3532157","018916000"
"3532207","018916000"
"3532306","018922000"
"3532405","018912000"
"3532504","018923000"
"3532603","018923000"
"3532702","018923000"
"3532801","018923000"
"3532827","018924000"
"3532843","018923000"
"3532868","018905000"
"3532900","018906000"
"3533007","018923000"
"3533106","018916000"
"3533205","018905000"
"3533254","018923000"
"3533304","018905000"
"3533403","018909000"
"3533502","018923000"
"3533601","018917000"
"3533700","018913000"
"3533809","018913000"
"3533908","018907000"
"3534005","018923000"
"3534104","018913000"
"3534203","018923000"
"3534302","018917000"
"3534401","018914000"
"3534500","018913000"
"3534609","018916000"
"3534708","018913000"
"3534757","018923000"
"3534807","018916000"
"3534906","018916000"
"3535002","018923000"
"3535101","018923000"
"3535200","018923000"
"3535309","018913000"
"3535408","018916000"
"3535507","018913000"
"3535606","018922000"
"3535705","018907000"
"3535804","018924000"
"3535903","018923000"
"3536000","018913000"
"3536109","018908000"
"3536208","018919000"
"3536257","018923000"
"3536307","018910000"
"3536406","018916000"
"3536505","018909000"
"3536570","018908000"
"3536604","018923000"
"3536703","018908000"
"3536802","018912000"
"3536901","018923000"
"3537008","018910000"
"3537107","018909000"
"3537156","018913000"
"3537206","018919000"
"3537305","018905000"
"3537404","018905000"
"3537503","018924000"
"3537602","018919000"
"3537701","018905000"
"3537800","018924000"
"3537909","018924000"
"3538006","018922000"
"3538105","018923000"
"3538204","018912000"
"3538303","018916000"
"3538501","018922000"
"3538600","018912000"
"3538709","018915000"
"3538808","018913000"
"3538907","018908000"
"3539004","018907000"
"3539103","018914000"
"3539202","018916000"
"3539301","018921000"
"3539400","018908000"
"3539509","018917000"
"3539608","018923000"
"3539707","018913000"
"3539806","018911000"
"3539905","018923000"
"3540002","018913000"
"3540101","018908000"
"3540200","018917000"
"3540259","018923000"
"3540309","018923000"
"3540408","018923000"
"3540507","018924000"
"3540606","018924000"
"3540705","018921000"
"3540754","018922000"
"3540804","018923000"
"3540853","018916000"
"3540903","018917000"
"3541000","018919000"
"3541059","018908000"
"3541109","018908000"
"3541208","018916000"
"3541307","018916000"
"3541406","018916000"
"3541505","018916000"
"3541604","018908000"
"3541653","018924000"
"3541703","018916000"
"3541802","018913000"
"3541901","018922000"
"3542008","018913000"
"3542107","018915000"
"3542206","018916000"
"3542305","018922000"
"3542404","018916000"
"3542503","018908000"
"3542602","018919000"
"3542701","018910000"
"3542800","018924000"
"3542909","018921000"
"3543006","018924000"
"3543105","018910000"
"3543204","018913000"
"3543238","018916000"
"3543253","018924000"
"3543303","018918000"
"3543402","018917000"
"3543501","018924000"
"3543600","018910000"
"3543709","018906000"
"3543808","018913000"
"3543907","018921000"
"3544004","018915000"
"3544103","018918000"
"3544202","018923000"
"3544251","018916000"
"3544301","018922000"
"3544400","018905000"
"3544509","018923000"
"3544608","018908000"
"3544707","018916000"
"3544806","018923000"
"3544905","018917000"
"3545001","018911000"
"3545100","018916000"
"3545159","018915000"
"3545209","018924000"
"3545308","018924000"
"3545407","018913000"
"3545506","018916000"
"3545605","018923000"
"3545704","018923000"
"3545803","018909000"
"3546009","018922000"
"3546108","018923000"
"3546207","018921000"
"3546256","018917000"
"3546306","018921000"
"3546405","018913000"
"3546504","018906000"
"3546603","018923000"
"3546702","018921000"
"3546801","018911000"
"3546900","018906000"
"3547007","018915000"
"3547106","018916000"
"3547205","018923000"
"3547304","018914000"
"3547403","018923000"
"3547502","018917000"
"3547601","018917000"
"3547650","018923000"
"3547700","018916000"
"3547809","018918000"
"3547908","018917000"
"3548005","018909000"
"3548054","018905000"
"3548104","018909000"
"3548203","018922000"
"3548302","018916000"
"3548401","018905000"
"3548500","018919000"
"3548609","018922000"
"3548708","018920000"
"3548807","018918000"
"3548906","018921000"
"3549003","018923000"
"3549102","018909000"
"3549201","018923000"
"3549250","018923000"
"3549300","018916000"
"3549409","018910000"
"3549508","018910000"
"3549607","018922000"
"3549706","018921000"
"3549805","018923000"
"3549904","018922000"
"3549953","018914000"
"3550001","018922000"
"3550100","018908000"
"3550209","018924000"
"3550308","018000000"
"3550407","018915000"
"3550506","018913000"
"3550605","018924000"
"3550704","018919000"
"3550803","018921000"
"3550902","018917000"
"3551009","018919000"
"3551108","018924000"
"3551207","018913000"
"3551306","018923000"
"3551405","018917000"
"3551504","018917000"
"3551603","018909000"
"3551702","018917000"
"3551801","018919000"
"3551900","018907000"
"3552007","018922000"
"3552106","018909000"
"3552205","018924000"
"3552304","018905000"
"3552403","018909000"
"3552502","018911000"
"3552551","018905000"
"3552601","018923000"
"3552700","018906000"
"3552809","018914000"
"3552908","018916000"
"3553005","018908000"
"3553104","018917000"
"3553203","018917000"
"3553302","018921000"
"3553401","018923000"
"3553500","018924000"
"3553609","018917000"
"3553658","018917000"
"3553708","018906000"
"3553807","018908000"
"3553856","018924000"
"3553906","018916000"
"3553955","018913000"
"3554003","018924000"
"3554102","018922000"
"3554201","018913000"
"3554300","018916000"
"3554409","018907000"
"3554508","018924000"
"3554607","018913000"
"3554656","018924000"
"3554706","018908000"
"3554755","018906000"
"3554805","018922000"
"3554904","018923000"
"3554953","018912000"
"3555000","018913000"
"3555109","018916000"
"3555208","018923000"
"3555307","018923000"
"3555356","018923000"
"3555406","018922000"
"3555505","018913000"
"3555604","018923000"
"3555703","018923000"
"3555802","018923000"
"3555901","018908000"
"3556008","018923000"
"3556107","018923000"
"3556206","018909000"
"3556305","018905000"
"3556354","018912000"
"3556404","018909000"
"3556453","018914000"
"3556503","018912000"
"3556602","018913000"
"3556701","018912000"
"3556800","018907000"
"3556909","018917000"
"3556958","018923000"
"3557006","018924000"
"3557105","018923000"
"3557154","018923000"
"3557204","018913000"
"3557303","018909000"
"4100000",""
"4100103","022903000"
"4100202","022000000"
"4100301","022000000"
"4100400","022000000"
"4100459","022901000"
"4100509","022902000"
"4100608","022904000"
"4100707","022902000"
"4100806","022903000"
"4100905","022904000"
"4101002","022901000"
"4101051","022901000"
"4101101","022903000"
"4101150","022904000"
"4101200","022000000"
"4101309","022000000"
"4101408","022903000"
"4101507","022903000"
"4101606","022903000"
"4101655","022000000"
"4101705","022904000"
"4101804","022000000"
"4101853","022000000"
"4101903","022903000"
"4102000","022902000"
"4102109","022904000"
"4102208","022904000"
"4102307","022000000"
"4102406","022903000"
"4102505","022904000"
"4102604","022901000"
"4102703","022903000"
"4102752","022901000"
"4102802","022903000"
"4102901","022000000"
"4103008","022904000"
"4103024","022901000"
"4103040","022000000"
"4103057","022901000"
"4103107","022000000"
"4103156","022901000"
"4103206","022904000"
"4103222","022000000"
"4103305","022903000"
"4103354","022901000"
"4103370","022902000"
"4103404","022904000"
"4103453","022901000"
"4103479","022902000"
"4103503","022903000"
"4103602","022903000"
"4103701","022903000"
"4103800","022903000"
"4103909","022901000"
"4103958","022000000"
"4104006","022000000"
"4104055","022901000"
"4104105","022000000"
"4104204","022000000"
"4104253","022000000"
"4104303","022904000"
"4104402","022000000"
"4104428","022000000"
"4104451","022000000"
"4104501","022901000"
"4104600","022901000"
"4104659","022905000"
"4104709","022903000"
"4104808","022901000"
"4104907","022905000"
"4105003","022901000"
"4105102","022903000"
"4105201","022000000"
"4105300","022902000"
"4105409","022000000"
"4105508","022904000"
"4105607","022904000"
"4105706","022000000"
"4105805","022000000"
"4105904","022904000"
"4106001","022903000"
"4106100","022903000"
"4106209","022000000"
"4106308","022901000"
"4106407","022903000"
"4106456","022000000"
"4106506","022000000"
"4106555","022904000"
"4106571","022901000"
"4106605","022904000"
"4106704","022904000"
"4106803","022000000"
"4106852","022903000"
"4106902","022000000"
"4107009","022903000"
"4107108","022904000"
"4107124","022901000"
"4107157","022902000"
"4107207","022901000"
"4107256","022904000"
"4107306","022904000"
"4107405","022901000"
"4107504","022904000"
"4107520","022902000"
"4107538","022902000"
"4107546","022901000"
"4107553","022904000"
"4107603","022903000"
"4107652","022000000"
"4107702","022904000"
"4107736","022905000"
"4107751","022903000"
"4107801","022904000"
"4107850","022901000"
"4107900","022904000"
"4108007","022903000"
"4108106","022904000"
"4108205","022902000"
"4108304","022902000"
"4108320","022902000"
"4108403","022901000"
"4108452","022000000"
"4108502","022000000"
"4108551","022904000"
"4108601","022904000"
"4108650","022000000"
"4108700","022903000"
"4108809","022902000"
"4108908","022904000"
"4108957","022905000"
"4109005","022903000"
"4109104","022904000"
"4109203","022903000"
"4109302","022901000"
"4109401","022000000"
"4109500","022000000"
"4109609","022000000"
"4109658","022000000"
"4109708","022903000"
"4109757","022901000"
"4109807","022903000"
"4109906","022904000"
"4110003","022904000"
"4110052","022901000"
"4110078","022903000"
"4110102","022905000"
"4110201","022000000"
"4110300","022904000"
"4110409","022904000"
"4110508","022905000"
"4110607","022902000"
"4110656","022901000"
"4110706","022905000"
"4110805","022000000"
"4110904","022904000"
"4110953","022902000"
"4111001","022903000"
"4111100","022904000"
"4111209","022000000"
"4111258","022000000"
"4111308","022904000"
"4111407","022905000"
"4111506","022000000"
"4111555","022904000"
"4111605","022904000"
"4111704","022903000"
"4111803","022903000"
"4111902","022903000"
"4112009","022905000"
"4112108","022903000"
"4112207","022904000"
"4112306","022903000"
"4112405","022904000"
"4112504","022903000"
"4112603","022904000"
"4112702","022903000"
"4112751","022902000"
"4112801","022903000"
"4112900","022903000"
"4112959","022904000"
"4113007","022904000"
"4113106","022903000"
"4113205","022000000"
"4113254","022000000"
"4113304","022000000"
"4113403","022903000"
"4113429","022903000"
"4113452","022901000"
"4113502","022904000"
"4113601","022904000"
"4113700","022903000"
"4113734","022904000"
"4113759","022903000"
"4113809","022904000"
"4113908","022000000"
"4114005","022904000"
"4114104","022904000"
"4114203","022904000"
"4114302","022000000"
"4114351","022901000"
"4114401","022000000"
"4114500","022000000"
"4114609","022902000"
"4114708","022904000"
"4114807","022904000"
"4114906","022903000"
"4115002","022904000"
"4115101","022904000"
"4115200","022904000"
"4115309","022000000"
"4115358","022902000"
"4115408","022901000"
"4115457","022000000"
"4115507","022903000"
"4115606","022902000"
"4115705","022000000"
"4115739","022000000"
"4115754","022903000"
"4115804","022902000"
"4115853","022902000"
"4115903","022904000"
"4116000","022903000"
"4116059","022902000"
"4116109","022904000"
"4116208","022000000"
"4116307","022904000"
"4116406","022904000"
"4116505","022904000"
"4116604","022903000"
"4116703","022901000"
"4116802","022901000"
"4116901","022904000"
"4116950","022901000"
"4117008","022903000"
"4117057","022901000"
"4117107","022904000"
"4117206","022904000"
"4117214","022903000"
"4117222","022902000"
"4117255","022901000"
"4117271","022000000"
"4117297","022903000"
"4117305","022903000"
"4117404","022904000"
"4117453","022902000"
"4117503","022904000"
"4117602","022000000"
"4117701","022905000"
"4117800","022000000"
"4117909","022902000"
"4118006","022904000"
"4118105","022904000"
"4118204","022000000"
"4118303","022904000"
"4118402","022904000"
"4118451","022902000"
"4118501","022000000"
"4118600","022000000"
"4118709","022000000"
